"id","profileName","text","date","title","rating","images","helpful","Colour","Size name"
"R32DARAC5UAHPF","Ritesh Seervi",,"Reviewed in India on 9 December 2021","All good features  except only price😀",5,"","9","Gold","256 GB"
"RYBNQX8N48WN9","Nandan",,"Reviewed in India on 8 August 2021","Ease of use, battery life and apple promise carry the day- no doubt the best gold I ever bought!",5,"https://m.media-amazon.com/images/I/81I7AUiJrbL.jpg",0,"Gold","256 GB"
"R1U75OBZM6Z4M7","Tuhendu Das","No complaints, looks more compact than 2017 model.","Reviewed in India on 7 July 2021","Compact beast!",5,"https://images-na.ssl-images-amazon.com/images/I/A11LMSGj57L.jpg
https://images-na.ssl-images-amazon.com/images/I/B1J12TncuKS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1RPaxapqbS.jpg","3","Space Grey","256 GB"
"R1QNQW4HYNRJME","Raghavendra","Best product everAmazon imported and directly delivered to me","Reviewed in India on 22 June 2021","Best laptop",5,"https://images-na.ssl-images-amazon.com/images/I/C1RyyHJG5GS.jpg",0,"Silver","256 GB"
"R32QSO6M5AAR69","Sharad Surana","Best","Reviewed in India on 8 April 2021","Nice product",4,"",0,"Space Grey","256 GB"
"R1WAV7CJ60FK45","Sandeep","No need to say anything as this is Apple macbook air powered by M1.","Reviewed in India on 28 April 2021","Powerful machine..",5,"",1,"Gold","256 GB"
"R2OAD9OCES2FEJ","S c bhatt","All are good.the bag must be there","Reviewed in India on 14 April 2022","About packaging",2,"",0,"Silver","256 GB"
"R1YEM3IBSWBV6V","Kay","Amazing battery life and great performance","Reviewed in India on 1 July 2021","Massive upgrade from previous Model",5,"",0,"Gold","256 GB"
"R2PVXUBX3F2B6I","vimlesh"," The charging cable is not working just after few uses.. kindly change the cable and the adapter..It does not charge at all.Replace itAnd it is not charging at all. When connected through other chargers","Reviewed in India on 19 July 2022","Charging issue",1,"",1,"Gold","256 GB"
"R2CYI61BZGZ4TJ","Ujjwal","Best in class laptop no hanging issues","Reviewed in India on 21 June 2021","This laptop is a beast with beauty",5,"",0,"Gold","256 GB"
"R79CRFP2UYXTX","RAGHAV R KHUNT","Very good in speed ..Value for money","Reviewed in India on 27 June 2021","Speed awesome",5,"",0,"Silver","256 GB"
"RDX7B5LU8PU8K","Rakesh","Performance,Build quality is top notch...😍","Reviewed in India on 24 June 2021","Powerful machine",5,"",0,"Space Grey","256 GB"
"R2GV9V4ZYOK0I3","SRIPADHI seetharathnam","very Good quality  thanks to sent safely my home but my old mac was very big this mac was very small  no problems there again say Amazon thank you","Reviewed in India on 27 October 2022","Thanks to sending laptop safely to my home",5,"https://m.media-amazon.com/images/I/61fW1BrYl9L.jpg",0,"Gold","256 GB"
"R1G1HN4TDHI366","himani saggar","My first most light weight laptop I ever used","Reviewed in India on 10 June 2021","Most beautiful laptop",5,"",1,"Gold","256 GB"
"RYLB4HJPV1ITQ","Divyanshu","Just buy it , altogether on different level . its a beast .","Reviewed in India on 13 May 2021","Go for it blindly",5,"",1,,
"R1W7TA41JP550R","Ashish","Fast and silent. Far exceeds performance of i7 of comparable windows laptops and obliterate battery life stats. Highly recommended.","Reviewed in India on 15 February 2021","Best laptop you can buy under 100k",5,"","2","Space Grey","256 GB"
"R1XDPS5G5GBBIQ","Suresh","The best laptop as of date.","Reviewed in India on 9 July 2021","Yes.",5,"",1,,
"R1K365JUQPPEZA","rinku","Best product i even use in my life.","Reviewed in India on 9 June 2021","Great",5,"",0,"Gold","256 GB"
"R3BZ1ZDMH0F9FA","Riyaz Ahmed","It's very good in durability and best in class performance. For personal usage, it's the best affordable machine from Apple lineup of MacBooks.","Reviewed in India on 1 February 2021","The most sleek machine!",5,"","10","Space Grey","256 GB"
"R35M2TX6VKTYHX","Shashwat Dixit","Awesome laptopMatelic built quality is superb","Reviewed in India on 14 June 2021","Beast Machine",5,"",1,"Gold","256 GB"
"R220SA991DJ6MI","shelley lamare","Love the product! Wasn’t disappointed","Reviewed in India on 21 June 2021","Satisfied!!",5,"https://images-na.ssl-images-amazon.com/images/I/C1w+xSoDZrS.jpg",0,"Gold","256 GB"
"RYI5J343ZNELH","Krishnamurthy D","Everything Good","Reviewed in India on 29 July 2021","No",5,"",0,"Gold","256 GB"
"R8MT7FWEFQY1Z","Rahul Yadav","super fast , battery life is very good.","Reviewed in India on 20 May 2021","super fast",5,"https://images-na.ssl-images-amazon.com/images/I/B1PjDqh-AnS.jpg",0,"Space Grey","256 GB"
"R2ZFDSOEYV0Q1J","jagan","No Woards It's Perfomance Is Like A Beast","Reviewed in India on 1 June 2021","Perfomance",5,"",0,"Gold","256 GB"
"R3JVADUT3G4Z3H","chittaranjan","The best laptop i used ever with great M1 chip speed.","Reviewed in India on 10 April 2021","Better to choose",5,"",0,"Space Grey","256 GB"
"R17ZTZ6AVMC865","vijayendar reddy chada","Done a good job till now no issues with the product and best laptop on the market must look about it","Reviewed in India on 13 August 2022","Must buy product",4,"",1,"Space Grey","256 GB"
"RQZ26HWASV99R","Sagnik","It's speed is just of next level!","Reviewed in India on 1 June 2021","Awesome value for money!",5,"",0,"Space Grey","256 GB"
"R1O73DBRW2006N","Canopus Infosystems Pvt Ltd","Good product","Reviewed in India on 13 October 2021","Good product",3,"",1,,
"R1539OC1BLOA0B","Rakshita","Grt life , value for money","Reviewed in India on 27 May 2021","Loving it",5,"","2","Space Grey","256 GB"
"R2GS7JKBC6059E","Vishal yadav","Great laptop with great battery and obviously M1 chip is best","Reviewed in India on 30 April 2021","Best laptop under 1lakh 20k",5,"https://images-na.ssl-images-amazon.com/images/I/91HsT0sc+UL.jpg
https://images-na.ssl-images-amazon.com/images/I/A1tTw+2jsmL.jpg
https://images-na.ssl-images-amazon.com/images/I/B1ogToU2t5S.jpg","3","Gold","512GB"
"RECP395TZD3X8","vinit jaiswal","Best innvoation of apple","Reviewed in India on 11 June 2021","Powerful",5,"",0,"Gold","256 GB"
"R3KWDHFH01PJRJ","Gowtham","Great laptop. Just go for it.","Reviewed in India on 28 May 2021","Little beast",5,"",0,"Space Grey","256 GB"
"R14MI9XZM86IAW","Avneesh","My laptops motherboard failed after 1 year 2 months. Guess what, they have only warranty for 1 year.Now, they are asking 38,000 for replacing the motherboard. Don't forget to buy Apple care. It will extend your warranty or be ready for the worst.","Reviewed in India on 9 July 2022","Motherboard failed after 1 year 2 months",1,"",0,"Space Grey","256 GB"
"R2FU8RR01TNKRQ","narthanan","This is pure elegance","Reviewed in India on 1 June 2021","Apple macbook , the evergreen winner",5,"",0,"Space Grey","256 GB"
"R3LE86GC589ACR","Rahil Parikh","Beast, m1 is just brilliant","Reviewed in India on 27 April 2021","Beast in a 13 inch screen",5,"",0,"Space Grey","256 GB"
"R1P7R8EZBXA7YR","Swapan kumar","Smooth Ness monster, expected little bit lighter","Reviewed in India on 11 April 2021","Amazing Apple product",5,"https://images-na.ssl-images-amazon.com/images/I/B11ooaZt3xS.jpg",0,"Gold","256 GB"
"R379J8HZW9TKJJ","Diwakar Kumawat","Amazing product 🤩🤩","Reviewed in India on 24 May 2021","Performance",5,"https://images-na.ssl-images-amazon.com/images/I/B1VWIC06-VS.jpg",0,"Space Grey","256 GB"
"R1KC9TR7DYAJM7","Nehaa Rawat","I love my macbook","Reviewed in India on 11 May 2021","I loveeeee macbook",5,"https://images-na.ssl-images-amazon.com/images/I/81anewGAWhL.jpg",0,"Gold","256 GB"
"R14FMJTN8QGJUQ","DM","Love the notebook, Simply awesome","Reviewed in India on 20 April 2021","Apple At Their Best",5,"",0,"Gold","256 GB"
"R8QY9FGY5THXO","saprativ","Absolute Beauty","Reviewed in India on 17 June 2021","Amazing Macbook Air",5,"",1,"Space Grey","256 GB"
"R36XEY48E3LRQQ","Siddhesh Mhatre","Great battery life, beautiful design and amazing performance.","Reviewed in India on 23 March 2021","Must buy for all type of laptop users.",5,"",0,"Space Grey","256 GB"
"R2S2OZG963DWKV","Sharanya Paniker","Wonderful laptop.. Easy to carry and I love it..Battery backup is awesome and crystal clear display. Worth the money.","Reviewed in India on 16 December 2020","Wonderful",5,"https://images-na.ssl-images-amazon.com/images/I/B1sjyTmB4qS.jpg","10","Gold","256 GB"
"R193CX3EZ0B2K8","Marcel96","Small chili","Reviewed in India on 12 June 2021","awesome",5,"",1,"Space Grey","256 GB"
"R3D1H37LFF0Y17","Anil Kumar srivastava","Very good product","Reviewed in India on 28 May 2021","Great product",5,"",0,"Silver","256 GB"
"R2HGGBWGCSX7Z1","Himanshu prakash modanwal"," Value for money","Reviewed in India on 12 September 2021","Value For money ❤️ Love Apple all Products 💜",5,"https://m.media-amazon.com/images/I/B10d+33UkmS.jpg
https://m.media-amazon.com/images/I/B1EJ-mFzV4S.jpg
https://m.media-amazon.com/images/I/B1NuQ1tRfgS.jpg
https://m.media-amazon.com/images/I/B1jyRsTw3IS.jpg
https://m.media-amazon.com/images/I/C15wy2CgQ0S.jpg","2","Silver","256 GB"
"R2XIH01NO2AXLT","Sushma Singh","I like it","Reviewed in India on 14 May 2021","Good quality",5,"",0,"Gold","256 GB"
"R1O106H4K7OWB5","MP","Love it","Reviewed in India on 19 May 2021","Excellent",5,"",0,"Gold","256 GB"
"R13AVFT669I3M8","ankit mahajan","Without a doubt one of the most powerful devices out there.","Reviewed in India on 13 February 2021","The M1 MacAir- The macbook we deserve",5,"https://images-na.ssl-images-amazon.com/images/I/91XcBknw3ML.jpg
https://images-na.ssl-images-amazon.com/images/I/91e3QUOzXPL.jpg","2","Gold","512GB"
"R2524AXWEMTI40","Rajesh J.","Good battery life","Reviewed in India on 14 May 2021","Worth the bucks",5,"",0,"Gold","512GB"
"R2OXP29WXIK2UM","Tushar sharma","Best one","Reviewed in India on 3 June 2021","MacBook 😍",5,"",0,"Silver","256 GB"
"RV5I7WEODL2P1","Rahul kumar","Awesome 👨‍💻","Reviewed in India on 16 May 2021","Must purchase",5,"https://images-na.ssl-images-amazon.com/images/I/B1SVfeOOO4S.jpg
https://images-na.ssl-images-amazon.com/images/I/B1kT5unxjNS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1og0gsK0oS.jpg","2","Gold","256 GB"
"R3KLFJICYJTL8O","Puthal thapo","Love it m1 is just awesome","Reviewed in India on 2 March 2021","Worth it",5,"",0,"Gold","256 GB"
"R2S6S0YCDJMYNP","Amazon Customer","Extremely inferior performance. Display got multiple tiny spots within 2 months of purchase. And now within 8 months of purchase, the charger stopped working. Not sure if it's a problem with the device or the seller. Or is it an issue with online platforms where we simply should not trust to buy expensive devices!! Really lost confidence after this experience.","Reviewed in India on 15 May 2022","Extremely poor",1,"",0,"Space Grey","256 GB"
"RN4RQYPKOHGRK","Anandita","😊","Reviewed in India on 9 June 2021","Sexy piece 🥰🥰🥰",5,"",0,,
"RXW3A7P833TYC","Pritishkd86","Best laptop ever owned!","Reviewed in India on 27 March 2021","Love at first sight!",5,"",0,"Gold","256 GB"
"R3ILTI18ELVTJD","Amazon Customer","*** Be aware if you want mental peace don't buy any costly product online ****You will regret if there is some problem with the purchase have to do lot of followup .Just an update after 3 days of use :Found that the serial number on the pay slip is not matching with the serial number on the device and box. Called Amazon customer care and in talk with them they offered me the replacement will update next update .Update:They are ready to correct the serial number which they were not earlier. I will keep on updating this post.Update 10 days no body is caring about what a customer is going through still my serial number issue is not corrected .","Reviewed in India on 11 October 2021","Depressive (Update) *** Wrong Serial Number on warranty slip *** BE Aware",1,"","30","Space Grey","256 GB"
"R1PCT3RS0NNTX9","Arpit Goyal","Just loving it","Reviewed in India on 9 April 2021","Very good product",5,"",0,"Gold","256 GB"
"R2ACERZHRQERWS","Srijan Das","Freakin' awesome !!","Reviewed in India on 3 April 2021","Dope AF!!",5,"https://images-na.ssl-images-amazon.com/images/I/81VAbGk8Y1L.jpg","3","Space Grey","256 GB"
"RMDZLLOZP675S","Md Ayaz Ahmed","Good","Reviewed in India on 7 May 2021","Good",5,"",0,"Space Grey","256 GB"
"R3KOV44LN6T9KZ","sanjay"," Overall very good but it's started heating now.","Reviewed in India on 6 March 2021","Overall good but after few days it's start heating",4,"","4","Gold","256 GB"
"RQ3JLQZFIJQHZ","saumya prasad swain","Good","Reviewed in India on 24 April 2021","Value for money",5,"",0,"Space Grey","256 GB"
"R26PDJY1QNOS59","Madhurendra Kumar","Very good laptop.","Reviewed in India on 15 March 2021","Madhurendra",5,"",0,"Gold","256 GB"
"R2VJ6WLPLHKSYU","Yournxt Technologies LLP","Got charging issue within 4 months of purchase. Suddenly stopped charging at all. Same Issue I had with old Macbook Air I5 Model.","Reviewed in India on 13 January 2022","Charging Issue",2,"","4","Gold","512GB"
"RK23ZO7HA4E9E","Dhruba Karmakar","Gives an electric shock when put on charge.","Reviewed in India on 23 August 2022","Defective product",1,"",0,"Gold","512GB"
"RKF8HCB34L1RX","bhavin chauhan","For software development","Reviewed in India on 22 March 2021","Laptop running must more faster.",5,"https://images-na.ssl-images-amazon.com/images/I/B19yeGtxtRS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1Gj22d+v8S.jpg
https://images-na.ssl-images-amazon.com/images/I/B1YpyfQmcRS.jpg","2","Space Grey","256 GB"
"RVIFHL1BAEM0M","jaimin","Amazing battery life","Reviewed in India on 3 March 2021","Amazing battery life",5,"https://images-na.ssl-images-amazon.com/images/I/B1aOQO5pJuS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1ljIpPo+lS.jpg",0,"Space Grey","256 GB"
"R1YB6EIQ69MOC","Shashi","Its good to go for basic use but not for coding or programming because it's heating like hell..after 7 hours server running it got heated which you wont like at all..","Reviewed in India on 21 August 2022","Heating issue on sift dev",3,"",0,"Gold","512GB"
"R3L529HEGO3J4J","Santosh Barnwal","Very happy with purchase","Reviewed in India on 24 February 2021","Good product",5,"",0,"Gold","512GB"
"R1V237IDJRXJ4Z","Customer","Good product ... Must buy. Camera is good .. screen is good. Smooth running laptop. Best for gaming also .","Reviewed in India on 26 July 2022","Good product",4,"",0,"Silver","256 GB"
"R3OQVU97SO73DT","Anonymous ","Everything is good especially the processing and battery . Delivery was quick. And package was also greatly maintainy thanks amazon","Reviewed in India on 13 October 2022","Display",5,"",0,"Space Grey","256 GB"
"R3EPCXTB57RTMM","SHIVAM MANI","Best","Reviewed in India on 23 March 2021","Worth",5,"",0,"Gold","256 GB"
"R33GZP5AXL7F4X","Prakash Choudhary","nice","Reviewed in India on 5 March 2021","Best Laptop By Apple",5,"",1,"Gold","256 GB"
"R31MOPHASHGD3O","Sreehari","Great Product 🔥🔥🔥M1 is really good.","Reviewed in India on 30 December 2020","❤️❤️❤️",5,"","7",,
"R3AESRFOL6T9LW","Amrinder singh","Awesome product well done Amazon for successful delivery...","Reviewed in India on 31 January 2021","Good product",5,"https://images-na.ssl-images-amazon.com/images/I/B1+V2guDxwS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1-+nwJ4D-S.jpg
https://images-na.ssl-images-amazon.com/images/I/B1YJiSM40US.jpg","24","Space Grey","256 GB"
"R1906BZ8MFUKHK","Luci","Black spot appears after 1week so can't return as time exceeds by one day, so only option is to get it replaced under warranty.","Reviewed in India on 2 July 2022","Small dotted black spot on screen",1,"",0,"Gold","256 GB"
"R1BZ0LXPOT5SIF","Ojas Shrivastava"," Awesome packaging worth it","Reviewed in India on 3 July 2021","It’s awesome",5,"https://images-na.ssl-images-amazon.com/images/I/C1E70An09LS.jpg",0,"Space Grey","256 GB"
"R39RQWALQ4LCMA","Amazon Customer","Got it for 63.6K after exchange of a Dell I3 laptop and ICICI card offer. At that price it is a decent machine but no point in buying it for 90K. At that price range any laptop comes with many many loaded features. Amazon has increased the base price from 83.9 to 90.0 as well. Now you may get the machine cheaper on Apple Official Website with better service delivery.","Reviewed in India on 21 February 2022","Average Product",1,"",0,"Space Grey","256 GB"
"R1D51GNS1QZ4VZ","Amazon Customer","Display is ultra-shiny & reflective, causes eyestrain. Onscreen print is not black but grey - & can't be changed - even harder to see.  Fast and lots of features but I'm sorry I bought this machine, it's not User Friendly, my old Mac was much nicer to use.","Reviewed in India on 16 August 2021","Terrible display",2,"","5","Gold","256 GB"
"R239Z73DA16XQ0","Ammar Ghadiali","This particular model has a flaw in its screen and cracks on the slightest touch outside of normal. Check online discussion forums for more details.","Reviewed in India on 14 June 2022","Screen cracking issue",1,"","2","Gold","256 GB"
"R1O5G3Z2ZQS4CO","Nomadic","Ordered the M1 Air on 5th August and got it delivered on the 7th. Then on 18th noticed a black/grey spot on the display... quick google search revealed this as a dead pixel and quite common with M1 Macs. So I called up Apple and they offered me two options, either a new replacement Mac or full refund since mine is still under 14 days. As soon as I revealed that I purchased from Amazon, the Apple sales team said sorry they can't help me since Amazon is not Apple authorised seller.I'm never buying another Apple product from Amazon again. If you want the full Apple experience like seamless replacement, refund or after sales then you need to buy it from Apple or from any of its authorised sellers. I made a costly mistake hope others will not after reading this message.","Reviewed in India on 18 August 2021","Don't Buy Apple Products from Amazon",3,"","694","Space Grey","256 GB"
"RPRNSL2U4ACRD","Srinivas","Fabulous performance","Reviewed in India on 28 December 2020","Processor",5,"https://images-na.ssl-images-amazon.com/images/I/C1GYSA-+fFS.jpg","7",,
"R1ORJ613889T9A","Anupam Saha"," I got a diffective product with body bas problems. The laptop does not even sits properly on a surface, it's one side down, so frustrating. Honest suggestions to everyone, at least do not buy apple products from Amazon India, they just are selling diffective products - body defects, used products and even with system glitches. The best place to buy genuine and new apple products is at Apple India website.","Reviewed in India on 7 September 2021","Diffective macbook delivered in exchange of a working laptop.",1,"","42","Space Grey","256 GB"
"RO9RCGKV01SGL","Dr Vignesh","Worst experience ever , first of all they sold me a bad product with display issues and now they is no proper response to replace or refund the lap and I have been trying to do this from last one week . I have been calling Amazon customer care from past 5 days . Worst worst experience ever","Reviewed in India on 31 May 2021","Worst product ever",1,"","150","Space Grey","256 GB"
"R303IM8GKXRB65","Rahul kumar","There is a strange sound coming from laptop when we try to oprn or close it, I can see physical damage of the product. Hence retuned in 10 days. Waiting for refund from amazon from 5th march 2022. I didnot receive the amount till 11th march 2022","Reviewed in India on 10 March 2022","Physical damage",1,"",1,"Gold","256 GB"
"R24UTSYQX15LRU","SShekhar P.","In a span of 3 months....my laptop is dead.Hope apple service is good","Reviewed in India on 6 July 2021","Dead laptop",2,"","11","Gold","256 GB"
"RQD7TLV2D50U1","Thirumal","Within 2 months, the laptop is not charging.","Reviewed in India on 2 May 2022","Within 2 months, the laptop is not charging",1,"",1,"Space Grey","256 GB"
"R2IZENW30R2C6W","ram prabhat kumar","Highly dislike with product","Reviewed in India on 8 May 2022","Apple is worst laptop to work with normal use, since no app or software can be installed freely",1,"",1,"Silver","256 GB"
"R2AVU8HRWSEKLD","vishnu s menon","Don't buy from this seller , I received a defective piece and they are not willing to replace it either... The function key seems to be short circuited and the keyboard is misbehaving like hell... what's the point of carrying an external keyboard after spending so much for this ...It's like stealing our hard earned money !!!","Reviewed in India on 14 May 2021","Damaged Product",1,"","80","Space Grey","256 GB"
"R33U14K0E10SH2","sandeep saraf","The customer service plays blame gameDon't ever think to buy costly products from the amazon websiteMy laptop is under window period of replacement still customer service is not handling the problemsincerely.Overall my experience was too bad.I just wasted my 78000 rs buying laptop from them.","Reviewed in India on 14 October 2021","Defective product from amazon.",1,"","14","Space Grey","256 GB"
"R276S0YDRV6N9I","Amazon Customer","I recieved a damage screen product","Reviewed in India on 22 March 2022","Damage screen",1,"https://m.media-amazon.com/images/I/61a7ao+3CjL.jpg",0,"Gold","256 GB"
"R26MYMM6KSJI00","Jibin","I am not sure, if the seller is selling poor quality apple products, the screen started developing grey spots. This is not at all acceptable for a macbook which is less than an year old.","Reviewed in India on 18 November 2021","Poor quality",1,"","3",,
"R13AWS1X6PRMEB","Amazon Customer","My laptop balance is off. It's shakes up and down like a table when unbalanced. It's annoying.My return period is gone. Stuck with this. 1 in million and it was my luck to get it from  this seller.","Reviewed in India on 14 October 2021","Seller send me defected piece.",1,"","6","Space Grey","256 GB"
"RDAYLIH1GXC0J","SIMON WIDEANGLE","Only it have 2 c port...... Very disappointed 😭😭😭","Reviewed in India on 8 February 2022","Am not satisfied compaird to my macbook air intel",1,"",0,"Space Grey","256 GB"
"R2EYSOB22IB8PP","Amazon Customer","I am checked the apple  16 fb variant is 1 lakh bit hear 8 fb ram variant is 1.05 lakh","Reviewed in India on 28 July 2022","Though cost compare to apple site",5,"",0,,
"RR00KHBFBP6C1","SHIVAM VERMA","Became dead after one week of proper functioning. Need to be taken to customer care and they took more than 20dayz to fix the issue.Such a horrible exp even after emptying the pocket.","Reviewed in India on 28 August 2021","Became dead after one week",1,"","35","Gold","256 GB"
"R103QDTNBAJQCP","Amazon Customer","right shift key is not working from the month of July 21. I suggest buying from store instead of amazon as we know whom to approach in such scenarios","Reviewed in India on 10 October 2021","right shift key is not working from month of july 21",1,"","5",,
"RK7PM0K5KFPNE","Sushil maan","After 3 months of purchase keyboard stopped working now i am not able to login such product is not expected from Apple","Reviewed in India on 1 November 2021","Keyboard stopped working",1,"","5","Space Grey","256 GB"
"RKHS0PERDD9YV","Gaurav Gupta ","I m very annoyed to have it, very tough to open this laptop as in it's opening jacks are jamed. Please do the needful","Reviewed in India on 22 October 2021","Very uncomfortable to have it",1,"","9","Space Grey","256 GB"
"R2EYVASIYY1S74","Sahil Sharma","Received a defective product, and all thanks to Amazon for not getting my refund even after 10 days.","Reviewed in India on 21 October 2021","Pathetic support service",1,"","18","Space Grey","256 GB"
"R3JOKWNMTK5B0P","Dr Shailendra Kumar Awasthi","camera is not good.","Reviewed in India on 4 January 2022","camera is not good.",1,"",0,"Space Grey","256 GB"
"R2LE357RD4922Y","ARMAAN","1-See To Be Honest This Thing Is Not At All for gaming stuff I Have Tried Csgo,Rise of tomb raider Everything Works Really Smooth But Also It Has No Fans There Is Overheating Issue Sometimes And That can Harm your Laptop And Also Not good if you are planning to use it for long time2-I Use it for my basic Tasks Like Browsing,Studies No Such Complicated Work3-This Thing Has Such A Good Passive Cooling System That It Never Heats Up That Easily Unless you are Playing Some Game.4-Atlast Would RecommendI Know M2 Has Launched But Still that thing cost 1.2 Lakhs That's InsaneIf you are On A Budget Then Go For M1More than enough for basic editing,Daily work etc","Reviewed in India on 7 July 2022","This Thing Is Insane",5,"https://m.media-amazon.com/images/I/61PEeS+Tn3L.jpg
https://m.media-amazon.com/images/I/61XSB8XT0BL.jpg",1,"Silver","256 GB"
"R2QDB8J737OJGS","Sonam Dhondup","This is the bab of all laptops.  Don't buy Chinese laptop. Buy Apple, Be Apple, Do Apple. Team Apple. This is truly the genius among all the laptops we find in universe.","Reviewed in India on 22 June 2022","The best laptop ever in whole universe. A must buy product if you have budget.",5,"",0,"Space Grey","256 GB"
"R1FK85HXK8Y1PC","Texas Mom","The MacBook while being all that is advertised to be is imbalanced when kept on a flat surface. This is not a nice feel for a premium device like MacBook.","Reviewed in India on 5 April 2021","MacBook Imbalance on flat surface",1,"","17","Gold","256 GB"
"R12LKOCAU1NYNT","Rakesh Protihar","Macbook suddenly stopped working after 2 weeks. It is not turning on.","Reviewed in India on 21 August 2021","stop working after 2 weeks",1,"","13","Space Grey","256 GB"
"R3UBRU4Z02MPW7","Ronit Ghosh",,"Reviewed in India on 6 September 2021","System hangs and its irritating",1,"","32","Gold","256 GB"
"RQQ80GF5W3147","Abhishek Muthyam","Charger heating issues and you will earthing issues in laptop.We need to buy separate adapter charger to overcome earthing.","Reviewed in India on 26 March 2021","Earthing and overheating charger issues",1,"","32",,
"RMLHAJ73K17G2","Rajveer S.","Everything is superb, like sound trackpad keypad, except the camera,Camera quality is like 2010 mobile phone.You have to buy a webcam if you wants to use it for business meetings.","Reviewed in India on 16 February 2022","Everything is superb except camera",4,"",1,"Space Grey","256 GB"
"R1JRLOFA90DILG","BAIJU JOSEPH","Awful. Damaged product. Not value for money.","Reviewed in India on 21 June 2021","Awful",1,"https://images-na.ssl-images-amazon.com/images/I/A1eIAIAB3oL.jpg
https://images-na.ssl-images-amazon.com/images/I/A1wDdN5-dEL.jpg
https://images-na.ssl-images-amazon.com/images/I/B1T5JWaUBBS.jpg","36","Gold","256 GB"
"RDG083IBMIJJ6","dr biswajit bhuiya","For doing study only.","Reviewed in India on 28 August 2021","I can't understand how it becomes out of order with in 3 months ? Display is becoming black.",1,"","13","Gold","512GB"
"R177CM0YUCXW1N","Piyush Rajawat","I will not renew my prime membership","Reviewed in India on 27 January 2021","very late delivery even i m prime member",1,"","72","Silver","256 GB"
"R3LR91AU5174BY","Dolly M Hauzel","1.Firstly battery is good2. the system works well for 3 months  and the charger works for 1 month have to buy new charger which was quite expensive3. repairing of the system wass crazyy since the motherboard requires replacementps _will never buy mac again requires alot of money which i cant since  i am now broke because of the after care service","Reviewed in India on 13 February 2022","was really disappointed",3,"","2","Space Grey","256 GB"
"R3MPAMXEEFR1CZ","Arun","I am writing the review after 1 year and 3 months of use. The machine was running fine except few minor issues, until two days before when it  suddenly died. Authorised apple repair store diagnosed it with motherboard damage, can't imagine what caused this. no dock connected at that time, never run on overload. Bought with my one year of saving, never thought of buying apple care as there was hardly any chance for accidental damage. My 4 years old dell bought for 27k, is now my saviour.","Reviewed in India on 9 September 2022","Kaputt in 1 year 2 months",1,"","6","Gold","256 GB"
"R2F9QXOIPTT2FX","Kiranisht","Writing from the product itselfSOund quality when you are sitting in right front is exceptional. (Believe me, it is exceptional)You do not need headphones to understand surround sound.Doesnt matter how many tabs you open, the system supports you.The little machine is powerful and more powerful than most of us would like it to be.If you can afford please go for it.","Reviewed in India on 29 March 2022","Absolute superb sound Quality",5,"",0,"Space Grey","256 GB"
"R3OGR61JDYFN52","Amazon Customer","Each and everything is perfect for a non-gaming person. It is not at all meant for gaming. It's very slim and light weight(~1.2kgs). Go for it. Highly recommended for all those macOS lovers.","Reviewed in India on 28 April 2022","This needs no introduction. It's an Apple.",5,"https://m.media-amazon.com/images/I/61+vILB1DUL.jpg
https://m.media-amazon.com/images/I/61d+RE2Od5L.jpg
https://m.media-amazon.com/images/I/61o6xuUMxcL.jpg",1,"Gold","256 GB"
"R2HLZGSG50XOJU","Kumaran ","Excellent product very smooth to handle and work. Speed of the mac is unbelievable. Undoubtedly a best product. Go for it!","Reviewed in India on 12 May 2022","best product",5,"",1,"Space Grey","256 GB"
"R2XALR1U73F77U","Ayush Jaiswal","I love macbook it is worth product and amazon is also much trusted thank you so much apple and amazon for it","Reviewed in India on 9 May 2022","Decent and worth",5,"https://m.media-amazon.com/images/I/71h7uL8GX5L.jpg",0,"Silver","256 GB"
"RMMITOE8HZQVY","Hasan","It is very expensive but It very nice lap and amazing one. nice display, nice body and very nice keybord","Reviewed in India on 10 May 2022","Good lap",5,"",1,"Gold","256 GB"
"R17CSZTJPJFB37","lucky kumar","Item is missing","Reviewed in India on 21 March 2021","Item is missing",1,"","41","Space Grey","256 GB"
"R22V4ZP6YO4XCE","Prasan India","Yeh laptop sirf dihhawebaaji ke liye kharid sakte ho.. performance fast hai aur battery backup accha hai lekin uske alawa sab ghatiya hai.. koi b software ke liye paise dene padte hai..even word,excel,tally kuch free nai hai..Aur apple wale itne siyane hote hai ki kuch saal baad aisa update daal dete hai ki battery aur performance slow ho jaye aur phir se laako rupiye kharch karke apple kharido.Window ka i7 12th gen ka laptop isse harr maamle me accha hai sirf battery chor karr.Sirf acche battery ke liye laakho rupiya kyu kharch kare aur dihhawa kyu karna..Dell,hp,acer,msi,lenovo me isse acche options hai. Why apple ? Just to show off ??","Reviewed in India on 13 August 2022","Naam bade aur darshan chote",1,"","3","Space Grey","256 GB"
